File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
Activator.java,239,60,4,0,1,1,0.2857142857142857,114.8,54.90188966569898,0
BundleResource.java,244,57,2,1,1,1,0.14285714285714285,114.8,54.90188966569898,0
